

Microchip Technology PIC PRO Macro Assembler V2.00 build -1524193055 
                                                                                               Thu Apr 11 11:59:54 2019

Microchip Technology Omniscient Code Generator v2.00 (PRO mode) build 20180527130849
     1                           	processor	16F15344
     2                           	opt	pw 120
     3                           	opt	pm
     4                           	psect	nvCOMMON,global,class=COMMON,space=1,delta=1
     5                           	psect	nvBANK0,global,class=BANK0,space=1,delta=1
     6                           	psect	cinit,global,class=CODE,merge=1,delta=2
     7                           	psect	bssCOMMON,global,class=COMMON,space=1,delta=1
     8                           	psect	bssBANK0,global,class=BANK0,space=1,delta=1
     9                           	psect	clrtext,global,class=CODE,delta=2
    10                           	psect	cstackCOMMON,global,class=COMMON,space=1,delta=1
    11                           	psect	cstackBANK0,global,class=BANK0,space=1,delta=1
    12                           	psect	text2,local,class=CODE,merge=1,delta=2
    13                           	psect	text5,local,class=CODE,merge=1,delta=2
    14                           	psect	swtext1,local,class=CONST,delta=2
    15                           	psect	text26,local,class=CODE,merge=1,delta=2
    16                           	psect	text28,local,class=CODE,merge=1,delta=2
    17                           	psect	text29,local,class=CODE,merge=1,delta=2
    18                           	psect	text36,local,class=CODE,merge=1,delta=2
    19                           	psect	text40,local,class=CODE,merge=1,delta=2
    20                           	psect	text41,local,class=CODE,merge=1,delta=2
    21                           	psect	text43,local,class=CODE,merge=1,delta=2
    22                           	psect	text45,local,class=CODE,merge=1,delta=2
    23                           	psect	text55,local,class=CODE,merge=1,delta=2
    24                           	psect	intentry,global,class=CODE,delta=2
    25                           	psect	text61,local,class=CODE,merge=1,delta=2
    26                           	psect	text62,local,class=CODE,merge=1,delta=2
    27                           	psect	text63,local,class=CODE,merge=1,delta=2
    28                           	psect	text65,local,class=CODE,merge=1,delta=2
    29                           	psect	text66,local,class=CODE,merge=1,delta=2
    30                           	psect	text69,local,class=CODE,merge=1,delta=2
    31                           	psect	text71,local,class=CODE,merge=1,delta=2
    32                           	psect	text72,local,class=CODE,merge=1,delta=2
    33                           	psect	text75,local,class=CODE,merge=1,delta=2
    34                           	psect	text77,local,class=CODE,merge=1,delta=2
    35                           	psect	text78,local,class=CODE,merge=1,delta=2
    36                           	psect	text79,local,class=CODE,merge=1,delta=2
    37                           	psect	text80,local,class=CODE,merge=1,delta=2
    38                           	psect	text81,local,class=CODE,merge=1,delta=2
    39                           	psect	pa_nodes0,global,class=CODE,delta=2
    40                           	dabs	1,0x7E,2
    41  0000                     
    42                           ; Version 2.00
 10250  06BB                     __ptext16:	
 10251 ;; *************** function _PWM6_LoadDutyValue *****************
 10252 ;; Defined at:
 10253 ;;		line 72 in file "mcc_generated_files/pwm6.c"
 10254 ;; Parameters:    Size  Location     Type
 10255 ;;  dutyValue       2    0[BANK0 ] unsigned int 
 10256 ;; Auto vars:     Size  Location     Type
 10257 ;;		None
 10258 ;; Return value:  Size  Location     Type
 10259 ;;                  1    wreg      void 
 10260 ;; Registers used:
 10261 ;;		wreg, status,2, status,0
 10262 ;; Tracked objects:
 10263 ;;		On entry : 3F/0
 10264 ;;		On exit  : 3F/7
 10265 ;;		Unchanged: 0/0
 10266 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 10267 ;;      Params:         0       2       0       0       0       0       0       0
 10268 ;;      Locals:         0       0       0       0       0       0       0       0
 10269 ;;      Temps:          0       2       0       0       0       0       0       0
 10270 ;;      Totals:         0       4       0       0       0       0       0       0
 10271 ;;Total ram usage:        4 bytes
 10272 ;; Hardware stack levels used:    1
 10273 ;; Hardware stack levels required when called:    5
 10274 ;; This function calls:
 10275 ;;		Nothing
 10276 ;; This function is called by:
 10277 ;;		_led4On
 10278 ;;		_led4Off
 10279 ;;		_ledRestore
 10280 ;; This function uses a non-reentrant model
 10281 ;;
 10282                           
 10283                           
 10284                           ;psect for function _PWM6_LoadDutyValue
 10285  06BB                     _PWM6_LoadDutyValue:	
 10286  06BB                     l3865:	
 10287                           ;incstack = 0
 10288                           ; Regs used in _PWM6_LoadDutyValue: [wreg+status,2+status,0]
 10289                           
 10290                           
 10291                           ;mcc_generated_files/pwm6.c: 72:  void PWM6_LoadDutyValue(uint16_t dutyValue);mcc_genera
      +                          ted_files/pwm6.c: 73:  {;mcc_generated_files/pwm6.c: 75:      PWM6DCH = (dutyValue & 0x0
      +                          3FC)>>2;
 10292  06BB  0849               	movf	PWM6_LoadDutyValue@dutyValue+1,w
 10293  06BC  00CB               	movwf	??_PWM6_LoadDutyValue+1
 10294  06BD  0848               	movf	PWM6_LoadDutyValue@dutyValue,w
 10295  06BE  00CA               	movwf	??_PWM6_LoadDutyValue
 10296  06BF  36CB               	lsrf	??_PWM6_LoadDutyValue+1,f
 10297  06C0  0CCA               	rrf	??_PWM6_LoadDutyValue,f
 10298  06C1  36CB               	lsrf	??_PWM6_LoadDutyValue+1,f
 10299  06C2  0CCA               	rrf	??_PWM6_LoadDutyValue,f
 10300  06C3  084A               	movf	??_PWM6_LoadDutyValue,w
 10301  06C4  0147               	movlb	7	; select bank7
 10302  06C5  008D               	movwf	13	;volatile
 10303                           
 10304                           ;mcc_generated_files/pwm6.c: 78:      PWM6DCL = (dutyValue & 0x0003)<<6;
 10305  06C6  0140               	movlb	0	; select bank0
 10306  06C7  0848               	movf	PWM6_LoadDutyValue@dutyValue,w
 10307  06C8  3903               	andlw	3
 10308  06C9  00CA               	movwf	??_PWM6_LoadDutyValue
 10309  06CA  0CCA               	rrf	??_PWM6_LoadDutyValue,f
 10310  06CB  0CCA               	rrf	??_PWM6_LoadDutyValue,f
 10311  06CC  0C4A               	rrf	??_PWM6_LoadDutyValue,w
 10312  06CD  39C0               	andlw	192
 10313  06CE  0147               	movlb	7	; select bank7
 10314  06CF  008C               	movwf	12	;volatile
 10315  06D0  0008               	return
 10316  06D1                     __end_of_PWM6_LoadDutyValue:	
 10317  06D1                     __ptext52:	
 10318 ;; *************** function _IOCBF6_SetInterruptHandler *****************
 10319 ;; Defined at:
 10320 ;;		line 212 in file "mcc_generated_files/pin_manager.c"
 10321 ;; Parameters:    Size  Location     Type
 10322 ;;  InterruptHan    2    0[BANK0 ] PTR FTN()void 
 10323 ;;		 -> IOCBF6_DefaultInterruptHandler(1), 
 10324 ;; Auto vars:     Size  Location     Type
 10325 ;;		None
 10326 ;; Return value:  Size  Location     Type
 10327 ;;                  1    wreg      void 
 10328 ;; Registers used:
 10329 ;;		wreg
 10330 ;; Tracked objects:
 10331 ;;		On entry : 3F/0
 10332 ;;		On exit  : 3F/0
 10333 ;;		Unchanged: 0/0
 10334 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 10335 ;;      Params:         0       2       0       0       0       0       0       0
 10336 ;;      Locals:         0       0       0       0       0       0       0       0
 10337 ;;      Temps:          0       0       0       0       0       0       0       0
 10338 ;;      Totals:         0       2       0       0       0       0       0       0
 10339 ;;Total ram usage:        2 bytes
 10340 ;; Hardware stack levels used:    1
 10341 ;; Hardware stack levels required when called:    5
 10342 ;; This function calls:
 10343 ;;		Nothing
 10344 ;; This function is called by:
 10345 ;;		_PIN_MANAGER_Initialize
 10346 ;; This function uses a non-reentrant model
 10347 ;;
 10348                           
 10349                           
 10350                           ;psect for function _IOCBF6_SetInterruptHandler
 10351  06D1                     _IOCBF6_SetInterruptHandler:	
 10352                           
 10353                           ;mcc_generated_files/pin_manager.c: 213:     IOCBF6_InterruptHandler = InterruptHandler;
 10354                           
 10355                           ;incstack = 0
 10356                           ; Regs used in _IOCBF6_SetInterruptHandler: [wreg]
 10357  06D1  0849               	movf	IOCBF6_SetInterruptHandler@InterruptHandler+1,w
 10358  06D2  00ED               	movwf	_IOCBF6_InterruptHandler+1
 10359  06D3  0848               	movf	IOCBF6_SetInterruptHandler@InterruptHandler,w
 10360  06D4  00EC               	movwf	_IOCBF6_InterruptHandler
 10361  06D5  0008               	return
 10362  06D6                     __end_of_IOCBF6_SetInterruptHandler:	
 10363  06D6                     __ptext49:	
 10364 ;; *************** function _PMD_Initialize *****************
 10365 ;; Defined at:
 10366 ;;		line 83 in file "mcc_generated_files/mcc.c"
 10367 ;; Parameters:    Size  Location     Type
 10368 ;;		None
 10369 ;; Auto vars:     Size  Location     Type
 10370 ;;		None
 10371 ;; Return value:  Size  Location     Type
 10372 ;;                  1    wreg      void 
 10373 ;; Registers used:
 10374 ;;		status,2
 10375 ;; Tracked objects:
 10376 ;;		On entry : B3F/0
 10377 ;;		On exit  : B3F/F
 10378 ;;		Unchanged: B00/0
 10379 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 10380 ;;      Params:         0       0       0       0       0       0       0       0
 10381 ;;      Locals:         0       0       0       0       0       0       0       0
 10382 ;;      Temps:          0       0       0       0       0       0       0       0
 10383 ;;      Totals:         0       0       0       0       0       0       0       0
 10384 ;;Total ram usage:        0 bytes
 10385 ;; Hardware stack levels used:    1
 10386 ;; Hardware stack levels required when called:    5
 10387 ;; This function calls:
 10388 ;;		Nothing
 10389 ;; This function is called by:
 10390 ;;		_SYSTEM_Initialize
 10391 ;; This function uses a non-reentrant model
 10392 ;;
 10393                           
 10394                           
 10395                           ;psect for function _PMD_Initialize
 10396  06D6                     _PMD_Initialize:	
 10397                           
 10398                           ;mcc_generated_files/mcc.c: 86:     PMD0 = 0x00;
 10399                           
 10400                           ;incstack = 0
 10401                           ; Regs used in _PMD_Initialize: [status,2]
 10402  06D6  014F               	movlb	15	; select bank15
 10403  06D7  0196               	clrf	22	;volatile
 10404                           
 10405                           ;mcc_generated_files/mcc.c: 88:     PMD1 = 0x00;
 10406  06D8  0197               	clrf	23	;volatile
 10407                           
 10408                           ;mcc_generated_files/mcc.c: 90:     PMD2 = 0x00;
 10409  06D9  0198               	clrf	24	;volatile
 10410                           
 10411                           ;mcc_generated_files/mcc.c: 92:     PMD3 = 0x00;
 10412  06DA  0199               	clrf	25	;volatile
 10413                           
 10414                           ;mcc_generated_files/mcc.c: 94:     PMD4 = 0x00;
 10415  06DB  019A               	clrf	26	;volatile
 10416                           
 10417                           ;mcc_generated_files/mcc.c: 96:     PMD5 = 0x00;
 10418  06DC  019B               	clrf	27	;volatile
 10419  06DD  0008               	return
 10420  06DE                     __end_of_PMD_Initialize:	
 10421  06DE                     __ptext48:	
 10422 ;; *************** function _PWM3_Initialize *****************
 10423 ;; Defined at:
 10424 ;;		line 58 in file "mcc_generated_files/pwm3.c"
 10425 ;; Parameters:    Size  Location     Type
 10426 ;;		None
 10427 ;; Auto vars:     Size  Location     Type
 10428 ;;		None
 10429 ;; Return value:  Size  Location     Type
 10430 ;;                  1    wreg      void 
 10431 ;; Registers used:
 10432 ;;		wreg
 10433 ;; Tracked objects:
 10434 ;;		On entry : 3F/1
 10435 ;;		On exit  : 3F/6
 10436 ;;		Unchanged: 0/0
 10437 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 10438 ;;      Params:         0       0       0       0       0       0       0       0
 10439 ;;      Locals:         0       0       0       0       0       0       0       0
 10440 ;;      Temps:          0       0       0       0       0       0       0       0
 10441 ;;      Totals:         0       0       0       0       0       0       0       0
 10442 ;;Total ram usage:        0 bytes
 10443 ;; Hardware stack levels used:    1
 10444 ;; Hardware stack levels required when called:    5
 10445 ;; This function calls:
 10446 ;;		Nothing
 10447 ;; This function is called by:
 10448 ;;		_SYSTEM_Initialize
 10449 ;; This function uses a non-reentrant model
 10450 ;;
 10451                           
 10452                           
 10453                           ;psect for function _PWM3_Initialize
 10454  06DE                     _PWM3_Initialize:	
 10455                           
 10456                           ;mcc_generated_files/pwm3.c: 62:     PWM3CON = 0x90;
 10457                           
 10458                           ;incstack = 0
 10459                           ; Regs used in _PWM3_Initialize: [wreg]
 10460  06DE  3090               	movlw	144
 10461  06DF  0146               	movlb	6	; select bank6
 10462  06E0  0096               	movwf	22	;volatile
 10463                           
 10464                           ;mcc_generated_files/pwm3.c: 65:     PWM3DCH = 0xFF;
 10465  06E1  30FF               	movlw	255
 10466  06E2  0095               	movwf	21	;volatile
 10467                           
 10468                           ;mcc_generated_files/pwm3.c: 68:     PWM3DCL = 0xC0;
 10469  06E3  30C0               	movlw	192
 10470  06E4  0094               	movwf	20	;volatile
 10471  06E5  0008               	return
 10472  06E6                     __end_of_PWM3_Initialize:	
 10473  06E6                     __ptext47:	
 10474 ;; *************** function _PWM4_Initialize *****************
 10475 ;; Defined at:
 10476 ;;		line 58 in file "mcc_generated_files/pwm4.c"
 10477 ;; Parameters:    Size  Location     Type
 10478 ;;		None
 10479 ;; Auto vars:     Size  Location     Type
 10480 ;;		None
 10481 ;; Return value:  Size  Location     Type
 10482 ;;                  1    wreg      void 
 10483 ;; Registers used:
 10484 ;;		wreg
 10485 ;; Tracked objects:
 10486 ;;		On entry : 3F/E
 10487 ;;		On exit  : 3F/6
 10488 ;;		Unchanged: 0/0
 10489 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 10490 ;;      Params:         0       0       0       0       0       0       0       0
 10491 ;;      Locals:         0       0       0       0       0       0       0       0
 10492 ;;      Temps:          0       0       0       0       0       0       0       0
 10493 ;;      Totals:         0       0       0       0       0       0       0       0
 10494 ;;Total ram usage:        0 bytes
 10495 ;; Hardware stack levels used:    1
 10496 ;; Hardware stack levels required when called:    5
 10497 ;; This function calls:
 10498 ;;		Nothing
 10499 ;; This function is called by:
 10500 ;;		_SYSTEM_Initialize
 10501 ;; This function uses a non-reentrant model
 10502 ;;
 10503                           
 10504                           
 10505                           ;psect for function _PWM4_Initialize
 10506  06E6                     _PWM4_Initialize:	
 10507                           
 10508                           ;mcc_generated_files/pwm4.c: 62:     PWM4CON = 0x90;
 10509                           
 10510                           ;incstack = 0
 10511                           ; Regs used in _PWM4_Initialize: [wreg]
 10512  06E6  3090               	movlw	144
 10513  06E7  0146               	movlb	6	; select bank6
 10514  06E8  009A               	movwf	26	;volatile
 10515                           
 10516                           ;mcc_generated_files/pwm4.c: 65:     PWM4DCH = 0x7F;
 10517  06E9  307F               	movlw	127
 10518  06EA  0099               	movwf	25	;volatile
 10519                           
 10520                           ;mcc_generated_files/pwm4.c: 68:     PWM4DCL = 0xC0;
 10521  06EB  30C0               	movlw	192
 10522  06EC  0098               	movwf	24	;volatile
 10523  06ED  0008               	return
 10524  06EE                     __end_of_PWM4_Initialize:	
 10525  06EE                     __ptext46:	
 10526 ;; *************** function _PWM5_Initialize *****************
 10527 ;; Defined at:
 10528 ;;		line 58 in file "mcc_generated_files/pwm5.c"
 10529 ;; Parameters:    Size  Location     Type
 10530 ;;		None
 10531 ;; Auto vars:     Size  Location     Type
 10532 ;;		None
 10533 ;; Return value:  Size  Location     Type
 10534 ;;                  1    wreg      void 
 10535 ;; Registers used:
 10536 ;;		wreg
 10537 ;; Tracked objects:
 10538 ;;		On entry : 3F/6
 10539 ;;		On exit  : 3F/6
 10540 ;;		Unchanged: 0/0
